dataset,sample,payload,attack,mode_used,accuracy,encode_time,decode_time,total_time
Flickr8K,79,1024,mblur7,robust,0.975586,2.2972,2.2657,4.563
Flickr8K,80,1024,clean,robust,1.0,2.2955,2.2635,4.559
Flickr8K,80,1024,png,robust,1.0,2.2955,2.2755,4.571
Flickr8K,80,1024,jpeg90,robust,1.0,2.2955,2.2702,4.5657
Flickr8K,80,1024,jpeg70,robust,1.0,2.2955,2.2727,4.5681
Flickr8K,80,1024,jpeg50,robust,0.978516,2.2955,2.2627,4.5582
Flickr8K,80,1024,resize0.5,robust,1.0,2.2955,2.2631,4.5586
Flickr8K,80,1024,resize0.75,robust,1.0,2.2955,2.268,4.5635
Flickr8K,80,1024,resize1.25,robust,1.0,2.2955,2.2721,4.5676
Flickr8K,80,1024,resize1.5,robust,1.0,2.2955,2.2656,4.5611
Flickr8K,80,1024,gnoise01,robust,1.0,2.2955,2.2643,4.5598
Flickr8K,80,1024,gnoise05,robust,0.939453,2.2955,2.2646,4.5601
Flickr8K,80,1024,gnoise10,robust,0.807617,2.2955,2.2642,4.5597
Flickr8K,80,1024,gblur3,robust,1.0,2.2955,2.2739,4.5694
Flickr8K,80,1024,gblur5,robust,0.958984,2.2955,2.2693,4.5648
Flickr8K,80,1024,gblur7,robust,0.891602,2.2955,2.2682,4.5637
Flickr8K,80,1024,mblur3,robust,1.0,2.2955,2.2673,4.5628
Flickr8K,80,1024,mblur5,robust,0.966797,2.2955,2.2658,4.5613
Flickr8K,80,1024,mblur7,robust,0.90625,2.2955,2.2738,4.5693
Flickr8K,81,1024,clean,robust,1.0,2.2946,2.2693,4.5639
Flickr8K,81,1024,png,robust,1.0,2.2946,2.2708,4.5655
Flickr8K,81,1024,jpeg90,robust,1.0,2.2946,2.2672,4.5618
Flickr8K,81,1024,jpeg70,robust,0.964844,2.2946,2.2712,4.5658
Flickr8K,81,1024,jpeg50,robust,0.871094,2.2946,2.2748,4.5694
Flickr8K,81,1024,resize0.5,robust,1.0,2.2946,2.2759,4.5705
Flickr8K,81,1024,resize0.75,robust,1.0,2.2946,2.2656,4.5602
Flickr8K,81,1024,resize1.25,robust,1.0,2.2946,2.2643,4.5589
Flickr8K,81,1024,resize1.5,robust,1.0,2.2946,2.2646,4.5592
Flickr8K,81,1024,gnoise01,robust,1.0,2.2946,2.2665,4.5611
Flickr8K,81,1024,gnoise05,robust,0.791016,2.2946,2.2747,4.5693
Flickr8K,81,1024,gnoise10,robust,0.703125,2.2946,2.2717,4.5663
Flickr8K,81,1024,gblur3,robust,1.0,2.2946,2.2642,4.5588
Flickr8K,81,1024,gblur5,robust,0.979492,2.2946,2.2674,4.562
Flickr8K,81,1024,gblur7,robust,0.93457,2.2946,2.2681,4.5627
Flickr8K,81,1024,mblur3,robust,1.0,2.2946,2.2709,4.5655
Flickr8K,81,1024,mblur5,robust,0.973633,2.2946,2.275,4.5696
Flickr8K,81,1024,mblur7,robust,0.927734,2.2946,2.2655,4.5601
Flickr8K,82,1024,clean,robust,1.0,2.2911,2.2688,4.5598
Flickr8K,82,1024,png,robust,1.0,2.2911,2.2678,4.5589
Flickr8K,82,1024,jpeg90,robust,1.0,2.2911,2.2673,4.5584
Flickr8K,82,1024,jpeg70,robust,1.0,2.2911,2.2709,4.562
Flickr8K,82,1024,jpeg50,robust,1.0,2.2911,2.2641,4.5552
Flickr8K,82,1024,resize0.5,robust,1.0,2.2911,2.2627,4.5538
Flickr8K,82,1024,resize0.75,robust,1.0,2.2911,2.2621,4.5532
Flickr8K,82,1024,resize1.25,robust,1.0,2.2911,2.263,4.5541
Flickr8K,82,1024,resize1.5,robust,1.0,2.2911,2.2712,4.5622
Flickr8K,82,1024,gnoise01,robust,1.0,2.2911,2.2734,4.5645
Flickr8K,82,1024,gnoise05,robust,0.933594,2.2911,2.2813,4.5724
Flickr8K,82,1024,gnoise10,robust,0.884766,2.2911,2.283,4.574
Flickr8K,82,1024,gblur3,robust,1.0,2.2911,2.2682,4.5592
Flickr8K,82,1024,gblur5,robust,1.0,2.2911,2.2742,4.5653
Flickr8K,82,1024,gblur7,robust,0.958008,2.2911,2.2783,4.5694
Flickr8K,82,1024,mblur3,robust,1.0,2.2911,2.2671,4.5582
Flickr8K,82,1024,mblur5,robust,1.0,2.2911,2.2657,4.5568
Flickr8K,82,1024,mblur7,robust,0.982422,2.2911,2.2658,4.5569
Flickr8K,83,1024,clean,robust,1.0,2.294,2.2654,4.5595
Flickr8K,83,1024,png,robust,1.0,2.294,2.2779,4.5719
Flickr8K,83,1024,jpeg90,robust,1.0,2.294,2.2764,4.5704
Flickr8K,83,1024,jpeg70,robust,1.0,2.294,2.2655,4.5595
Flickr8K,83,1024,jpeg50,robust,1.0,2.294,2.2677,4.5617
Flickr8K,83,1024,resize0.5,robust,1.0,2.294,2.2668,4.5608
Flickr8K,83,1024,resize0.75,robust,1.0,2.294,2.2704,4.5644
Flickr8K,83,1024,resize1.25,robust,1.0,2.294,2.2697,4.5637
Flickr8K,83,1024,resize1.5,robust,1.0,2.294,2.2648,4.5589
Flickr8K,83,1024,gnoise01,robust,1.0,2.294,2.2647,4.5588
Flickr8K,83,1024,gnoise05,robust,1.0,2.294,2.2661,4.5601
Flickr8K,83,1024,gnoise10,robust,1.0,2.294,2.2696,4.5636
Flickr8K,83,1024,gblur3,robust,1.0,2.294,2.2787,4.5727
Flickr8K,83,1024,gblur5,robust,1.0,2.294,2.2658,4.5599
Flickr8K,83,1024,gblur7,robust,0.96875,2.294,2.268,4.5621
Flickr8K,83,1024,mblur3,robust,1.0,2.294,2.2656,4.5597
Flickr8K,83,1024,mblur5,robust,1.0,2.294,2.2695,4.5635
Flickr8K,83,1024,mblur7,robust,0.978516,2.294,2.2774,4.5715
Flickr8K,84,1024,clean,robust,1.0,2.3007,2.2725,4.5732
Flickr8K,84,1024,png,robust,1.0,2.3007,2.2756,4.5763
Flickr8K,84,1024,jpeg90,robust,1.0,2.3007,2.2687,4.5694
Flickr8K,84,1024,jpeg70,robust,0.988281,2.3007,2.2682,4.5689
Flickr8K,84,1024,jpeg50,robust,0.97168,2.3007,2.2739,4.5745
Flickr8K,84,1024,resize0.5,robust,1.0,2.3007,2.276,4.5766
Flickr8K,84,1024,resize0.75,robust,1.0,2.3007,2.2667,4.5674
Flickr8K,84,1024,resize1.25,robust,1.0,2.3007,2.2651,4.5658
Flickr8K,84,1024,resize1.5,robust,1.0,2.3007,2.267,4.5677
Flickr8K,84,1024,gnoise01,robust,1.0,2.3007,2.2683,4.569
Flickr8K,84,1024,gnoise05,robust,0.922852,2.3007,2.2778,4.5785
Flickr8K,84,1024,gnoise10,robust,0.871094,2.3007,2.2676,4.5683
Flickr8K,84,1024,gblur3,robust,1.0,2.3007,2.2716,4.5723
Flickr8K,84,1024,gblur5,robust,0.976562,2.3007,2.266,4.5666
Flickr8K,84,1024,gblur7,robust,0.927734,2.3007,2.2653,4.566
Flickr8K,84,1024,mblur3,robust,1.0,2.3007,2.2748,4.5754
Flickr8K,84,1024,mblur5,robust,1.0,2.3007,2.2739,4.5746
Flickr8K,84,1024,mblur7,robust,0.950195,2.3007,2.2708,4.5715
Flickr8K,85,1024,clean,robust,1.0,2.2928,2.2652,4.558
Flickr8K,85,1024,png,robust,1.0,2.2928,2.2647,4.5575
Flickr8K,85,1024,jpeg90,robust,1.0,2.2928,2.268,4.5608
Flickr8K,85,1024,jpeg70,robust,1.0,2.2928,2.2747,4.5675
Flickr8K,85,1024,jpeg50,robust,1.0,2.2928,2.2665,4.5593
Flickr8K,85,1024,resize0.5,robust,1.0,2.2928,2.264,4.5568
Flickr8K,85,1024,resize0.75,robust,1.0,2.2928,2.2672,4.56
Flickr8K,85,1024,resize1.25,robust,1.0,2.2928,2.2655,4.5584
Flickr8K,85,1024,resize1.5,robust,1.0,2.2928,2.2793,4.5721
Flickr8K,85,1024,gnoise01,robust,1.0,2.2928,2.2747,4.5675
Flickr8K,85,1024,gnoise05,robust,0.955078,2.2928,2.2608,4.5537
Flickr8K,85,1024,gnoise10,robust,0.829102,2.2928,2.2658,4.5586
Flickr8K,85,1024,gblur3,robust,1.0,2.2928,2.2651,4.5579
Flickr8K,85,1024,gblur5,robust,1.0,2.2928,2.271,4.5638
Flickr8K,85,1024,gblur7,robust,0.908203,2.2928,2.274,4.5668
Flickr8K,85,1024,mblur3,robust,1.0,2.2928,2.2644,4.5572
Flickr8K,85,1024,mblur5,robust,1.0,2.2928,2.267,4.5598
Flickr8K,85,1024,mblur7,robust,0.944336,2.2928,2.2708,4.5636
Flickr8K,86,1024,clean,robust,1.0,2.2943,2.2706,4.5649
Flickr8K,86,1024,png,robust,1.0,2.2943,2.2794,4.5737
Flickr8K,86,1024,jpeg90,robust,1.0,2.2943,2.2635,4.5578
Flickr8K,86,1024,jpeg70,robust,1.0,2.2943,2.2671,4.5614
Flickr8K,86,1024,jpeg50,robust,1.0,2.2943,2.2647,4.559
Flickr8K,86,1024,resize0.5,robust,1.0,2.2943,2.2668,4.5611
Flickr8K,86,1024,resize0.75,robust,1.0,2.2943,2.273,4.5673
Flickr8K,86,1024,resize1.25,robust,1.0,2.2943,2.2759,4.5702
Flickr8K,86,1024,resize1.5,robust,1.0,2.2943,2.2633,4.5576
Flickr8K,86,1024,gnoise01,robust,1.0,2.2943,2.2704,4.5647
Flickr8K,86,1024,gnoise05,robust,1.0,2.2943,2.2665,4.5608
Flickr8K,86,1024,gnoise10,robust,1.0,2.2943,2.2703,4.5646
Flickr8K,86,1024,gblur3,robust,1.0,2.2943,2.279,4.5733
Flickr8K,86,1024,gblur5,robust,1.0,2.2943,2.2683,4.5626
Flickr8K,86,1024,gblur7,robust,0.953125,2.2943,2.2693,4.5636
Flickr8K,86,1024,mblur3,robust,1.0,2.2943,2.2659,4.5602
Flickr8K,86,1024,mblur5,robust,1.0,2.2943,2.2735,4.5678
Flickr8K,86,1024,mblur7,robust,0.963867,2.2943,2.2823,4.5766
Flickr8K,87,1024,clean,robust,1.0,2.3002,2.2665,4.5667
Flickr8K,87,1024,png,robust,1.0,2.3002,2.2666,4.5668
Flickr8K,87,1024,jpeg90,robust,1.0,2.3002,2.2647,4.5649
Flickr8K,87,1024,jpeg70,robust,1.0,2.3002,2.2648,4.565
Flickr8K,87,1024,jpeg50,robust,1.0,2.3002,2.2741,4.5743
Flickr8K,87,1024,resize0.5,robust,1.0,2.3002,2.2718,4.572
Flickr8K,87,1024,resize0.75,robust,1.0,2.3002,2.2721,4.5723
Flickr8K,87,1024,resize1.25,robust,1.0,2.3002,2.2669,4.5671
Flickr8K,87,1024,resize1.5,robust,1.0,2.3002,2.2668,4.567
Flickr8K,87,1024,gnoise01,robust,1.0,2.3002,2.275,4.5752
Flickr8K,87,1024,gnoise05,robust,1.0,2.3002,2.2784,4.5786
Flickr8K,87,1024,gnoise10,robust,1.0,2.3002,2.266,4.5661
Flickr8K,87,1024,gblur3,robust,1.0,2.3002,2.2655,4.5657
Flickr8K,87,1024,gblur5,robust,1.0,2.3002,2.266,4.5662
Flickr8K,87,1024,gblur7,robust,0.974609,2.3002,2.2661,4.5663
Flickr8K,87,1024,mblur3,robust,1.0,2.3002,2.2737,4.5738
Flickr8K,87,1024,mblur5,robust,1.0,2.3002,2.2704,4.5706
Flickr8K,87,1024,mblur7,robust,1.0,2.3002,2.2708,4.5709
Flickr8K,88,1024,clean,robust,1.0,2.2935,2.2643,4.5578
Flickr8K,88,1024,png,robust,1.0,2.2935,2.272,4.5654
Flickr8K,88,1024,jpeg90,robust,1.0,2.2935,2.2693,4.5628
Flickr8K,88,1024,jpeg70,robust,1.0,2.2935,2.2729,4.5664
Flickr8K,88,1024,jpeg50,robust,1.0,2.2935,2.2688,4.5622
Flickr8K,88,1024,resize0.5,robust,1.0,2.2935,2.2732,4.5667
Flickr8K,88,1024,resize0.75,robust,1.0,2.2935,2.2744,4.5679
Flickr8K,88,1024,resize1.25,robust,1.0,2.2935,2.2681,4.5616
Flickr8K,88,1024,resize1.5,robust,1.0,2.2935,2.2725,4.5659
Flickr8K,88,1024,gnoise01,robust,1.0,2.2935,2.2645,4.558
Flickr8K,88,1024,gnoise05,robust,1.0,2.2935,2.2704,4.5638
Flickr8K,88,1024,gnoise10,robust,0.924805,2.2935,2.2651,4.5586
Flickr8K,88,1024,gblur3,robust,1.0,2.2935,2.2657,4.5592
Flickr8K,88,1024,gblur5,robust,1.0,2.2935,2.2711,4.5646
Flickr8K,88,1024,gblur7,robust,0.943359,2.2935,2.2698,4.5633
Flickr8K,88,1024,mblur3,robust,1.0,2.2935,2.2613,4.5548
Flickr8K,88,1024,mblur5,robust,1.0,2.2935,2.2666,4.5601
Flickr8K,88,1024,mblur7,robust,0.975586,2.2935,2.2707,4.5642
Flickr8K,89,1024,clean,robust,1.0,2.3017,2.2749,4.5766
Flickr8K,89,1024,png,robust,1.0,2.3017,2.2726,4.5743
Flickr8K,89,1024,jpeg90,robust,1.0,2.3017,2.267,4.5687
Flickr8K,89,1024,jpeg70,robust,1.0,2.3017,2.266,4.5677
Flickr8K,89,1024,jpeg50,robust,1.0,2.3017,2.2648,4.5665
Flickr8K,89,1024,resize0.5,robust,1.0,2.3017,2.2638,4.5655
Flickr8K,89,1024,resize0.75,robust,1.0,2.3017,2.2698,4.5715
Flickr8K,89,1024,resize1.25,robust,1.0,2.3017,2.2665,4.5682
Flickr8K,89,1024,resize1.5,robust,1.0,2.3017,2.264,4.5657
Flickr8K,89,1024,gnoise01,robust,1.0,2.3017,2.2665,4.5682
Flickr8K,89,1024,gnoise05,robust,1.0,2.3017,2.2663,4.568
Flickr8K,89,1024,gnoise10,robust,0.980469,2.3017,2.2692,4.5709
Flickr8K,89,1024,gblur3,robust,1.0,2.3017,2.2708,4.5725
Flickr8K,89,1024,gblur5,robust,1.0,2.3017,2.2682,4.5699
Flickr8K,89,1024,gblur7,robust,0.956055,2.3017,2.2729,4.5746
Flickr8K,89,1024,mblur3,robust,1.0,2.3017,2.2663,4.568
Flickr8K,89,1024,mblur5,robust,1.0,2.3017,2.2724,4.5741
Flickr8K,89,1024,mblur7,robust,0.984375,2.3017,2.2711,4.5728
Flickr8K,90,1024,clean,robust,1.0,2.2968,2.2632,4.56
Flickr8K,90,1024,png,robust,1.0,2.2968,2.264,4.5609
Flickr8K,90,1024,jpeg90,robust,1.0,2.2968,2.2627,4.5596
Flickr8K,90,1024,jpeg70,robust,1.0,2.2968,2.2644,4.5612
Flickr8K,90,1024,jpeg50,robust,0.970703,2.2968,2.2699,4.5667
Flickr8K,90,1024,resize0.5,robust,1.0,2.2968,2.2666,4.5634
Flickr8K,90,1024,resize0.75,robust,1.0,2.2968,2.2672,4.564
Flickr8K,90,1024,resize1.25,robust,1.0,2.2968,2.2673,4.5641
Flickr8K,90,1024,resize1.5,robust,1.0,2.2968,2.268,4.5649
Flickr8K,90,1024,gnoise01,robust,1.0,2.2968,2.2662,4.563
Flickr8K,90,1024,gnoise05,robust,0.910156,2.2968,2.27,4.5668
Flickr8K,90,1024,gnoise10,robust,0.81543,2.2968,2.2676,4.5644
Flickr8K,90,1024,gblur3,robust,1.0,2.2968,2.2657,4.5626
Flickr8K,90,1024,gblur5,robust,1.0,2.2968,2.2675,4.5643
Flickr8K,90,1024,gblur7,robust,0.933594,2.2968,2.2644,4.5612
Flickr8K,90,1024,mblur3,robust,1.0,2.2968,2.2707,4.5675
Flickr8K,90,1024,mblur5,robust,1.0,2.2968,2.2678,4.5647
Flickr8K,90,1024,mblur7,robust,0.947266,2.2968,2.2691,4.566
Flickr8K,91,1024,clean,robust,1.0,2.2937,2.266,4.5598
Flickr8K,91,1024,png,robust,1.0,2.2937,2.2684,4.5621
Flickr8K,91,1024,jpeg90,robust,1.0,2.2937,2.27,4.5637
Flickr8K,91,1024,jpeg70,robust,1.0,2.2937,2.2737,4.5675
Flickr8K,91,1024,jpeg50,robust,1.0,2.2937,2.2669,4.5606
Flickr8K,91,1024,resize0.5,robust,1.0,2.2937,2.2643,4.558
Flickr8K,91,1024,resize0.75,robust,1.0,2.2937,2.2641,4.5579
Flickr8K,91,1024,resize1.25,robust,1.0,2.2937,2.2675,4.5613
Flickr8K,91,1024,resize1.5,robust,1.0,2.2937,2.2741,4.5678
Flickr8K,91,1024,gnoise01,robust,1.0,2.2937,2.2652,4.5589
Flickr8K,91,1024,gnoise05,robust,1.0,2.2937,2.2647,4.5585
Flickr8K,91,1024,gnoise10,robust,1.0,2.2937,2.2665,4.5603
Flickr8K,91,1024,gblur3,robust,1.0,2.2937,2.2655,4.5592
Flickr8K,91,1024,gblur5,robust,1.0,2.2937,2.2736,4.5673
Flickr8K,91,1024,gblur7,robust,0.967773,2.2937,2.2699,4.5637
Flickr8K,91,1024,mblur3,robust,1.0,2.2937,2.2688,4.5626
Flickr8K,91,1024,mblur5,robust,1.0,2.2937,2.2725,4.5662
Flickr8K,91,1024,mblur7,robust,0.983398,2.2937,2.2648,4.5585
Flickr8K,92,1024,clean,robust,1.0,2.2948,2.268,4.5628
Flickr8K,92,1024,png,robust,1.0,2.2948,2.2687,4.5635
Flickr8K,92,1024,jpeg90,robust,1.0,2.2948,2.2639,4.5587
Flickr8K,92,1024,jpeg70,robust,1.0,2.2948,2.2684,4.5632
Flickr8K,92,1024,jpeg50,robust,1.0,2.2948,2.267,4.5618
Flickr8K,92,1024,resize0.5,robust,1.0,2.2948,2.27,4.5648
Flickr8K,92,1024,resize0.75,robust,1.0,2.2948,2.2695,4.5643
Flickr8K,92,1024,resize1.25,robust,1.0,2.2948,2.2644,4.5592
Flickr8K,92,1024,resize1.5,robust,1.0,2.2948,2.263,4.5578
Flickr8K,92,1024,gnoise01,robust,1.0,2.2948,2.2651,4.5599
Flickr8K,92,1024,gnoise05,robust,1.0,2.2948,2.2646,4.5594
Flickr8K,92,1024,gnoise10,robust,1.0,2.2948,2.2745,4.5693
Flickr8K,92,1024,gblur3,robust,1.0,2.2948,2.27,4.5648
Flickr8K,92,1024,gblur5,robust,1.0,2.2948,2.2656,4.5604
Flickr8K,92,1024,gblur7,robust,0.963867,2.2948,2.266,4.5608
Flickr8K,92,1024,mblur3,robust,1.0,2.2948,2.2643,4.5591
Flickr8K,92,1024,mblur5,robust,1.0,2.2948,2.2699,4.5646
Flickr8K,92,1024,mblur7,robust,0.963867,2.2948,2.2697,4.5645
Flickr8K,93,1024,clean,robust,1.0,2.2924,2.2669,4.5593
Flickr8K,93,1024,png,robust,1.0,2.2924,2.2653,4.5577
Flickr8K,93,1024,jpeg90,robust,1.0,2.2924,2.2641,4.5566
Flickr8K,93,1024,jpeg70,robust,1.0,2.2924,2.2632,4.5556
Flickr8K,93,1024,jpeg50,robust,1.0,2.2924,2.273,4.5654
Flickr8K,93,1024,resize0.5,robust,1.0,2.2924,2.2683,4.5607
Flickr8K,93,1024,resize0.75,robust,1.0,2.2924,2.2774,4.5698
Flickr8K,93,1024,resize1.25,robust,1.0,2.2924,2.2651,4.5575
Flickr8K,93,1024,resize1.5,robust,1.0,2.2924,2.2652,4.5577
Flickr8K,93,1024,gnoise01,robust,1.0,2.2924,2.2668,4.5593
Flickr8K,93,1024,gnoise05,robust,1.0,2.2924,2.2683,4.5608
Flickr8K,93,1024,gnoise10,robust,0.985352,2.2924,2.2654,4.5578
Flickr8K,93,1024,gblur3,robust,1.0,2.2924,2.2632,4.5556
Flickr8K,93,1024,gblur5,robust,0.987305,2.2924,2.2678,4.5602
Flickr8K,93,1024,gblur7,robust,0.923828,2.2924,2.2675,4.5599
Flickr8K,93,1024,mblur3,robust,1.0,2.2924,2.2707,4.5632
Flickr8K,93,1024,mblur5,robust,0.980469,2.2924,2.2681,4.5605
Flickr8K,93,1024,mblur7,robust,0.922852,2.2924,2.2684,4.5609
Flickr8K,94,1024,clean,robust,1.0,2.2922,2.2666,4.5589
Flickr8K,94,1024,png,robust,1.0,2.2922,2.2719,4.5641
Flickr8K,94,1024,jpeg90,robust,1.0,2.2922,2.2697,4.562
Flickr8K,94,1024,jpeg70,robust,1.0,2.2922,2.2678,4.56
Flickr8K,94,1024,jpeg50,robust,1.0,2.2922,2.2633,4.5556
Flickr8K,94,1024,resize0.5,robust,1.0,2.2922,2.2649,4.5571
Flickr8K,94,1024,resize0.75,robust,1.0,2.2922,2.2642,4.5565
Flickr8K,94,1024,resize1.25,robust,1.0,2.2922,2.266,4.5582
Flickr8K,94,1024,resize1.5,robust,1.0,2.2922,2.2683,4.5606
Flickr8K,94,1024,gnoise01,robust,1.0,2.2922,2.2638,4.556
Flickr8K,94,1024,gnoise05,robust,1.0,2.2922,2.2654,4.5577
Flickr8K,94,1024,gnoise10,robust,1.0,2.2922,2.2683,4.5606
Flickr8K,94,1024,gblur3,robust,1.0,2.2922,2.2668,4.5591
Flickr8K,94,1024,gblur5,robust,1.0,2.2922,2.2735,4.5657
Flickr8K,94,1024,gblur7,robust,0.975586,2.2922,2.2701,4.5623
Flickr8K,94,1024,mblur3,robust,1.0,2.2922,2.2652,4.5574
Flickr8K,94,1024,mblur5,robust,1.0,2.2922,2.2682,4.5604
Flickr8K,94,1024,mblur7,robust,0.983398,2.2922,2.2668,4.559
Flickr8K,95,1024,clean,robust,1.0,2.2971,2.2708,4.5679
Flickr8K,95,1024,png,robust,1.0,2.2971,2.2676,4.5648
Flickr8K,95,1024,jpeg90,robust,1.0,2.2971,2.2669,4.564
Flickr8K,95,1024,jpeg70,robust,1.0,2.2971,2.2617,4.5588
Flickr8K,95,1024,jpeg50,robust,1.0,2.2971,2.261,4.5581
Flickr8K,95,1024,resize0.5,robust,1.0,2.2971,2.2617,4.5588
Flickr8K,95,1024,resize0.75,robust,1.0,2.2971,2.271,4.5681
Flickr8K,95,1024,resize1.25,robust,1.0,2.2971,2.2712,4.5683
Flickr8K,95,1024,resize1.5,robust,1.0,2.2971,2.2716,4.5687
Flickr8K,95,1024,gnoise01,robust,1.0,2.2971,2.2695,4.5666
Flickr8K,95,1024,gnoise05,robust,1.0,2.2971,2.2647,4.5618
Flickr8K,95,1024,gnoise10,robust,0.94043,2.2971,2.2714,4.5685
Flickr8K,95,1024,gblur3,robust,1.0,2.2971,2.2662,4.5633
Flickr8K,95,1024,gblur5,robust,1.0,2.2971,2.267,4.5642
Flickr8K,95,1024,gblur7,robust,0.957031,2.2971,2.2651,4.5622
Flickr8K,95,1024,mblur3,robust,1.0,2.2971,2.2637,4.5609
Flickr8K,95,1024,mblur5,robust,1.0,2.2971,2.2693,4.5664
Flickr8K,95,1024,mblur7,robust,0.975586,2.2971,2.2685,4.5656
Flickr8K,96,1024,clean,robust,1.0,2.2934,2.2653,4.5587
Flickr8K,96,1024,png,robust,1.0,2.2934,2.268,4.5613
Flickr8K,96,1024,jpeg90,robust,1.0,2.2934,2.2657,4.559
Flickr8K,96,1024,jpeg70,robust,1.0,2.2934,2.2684,4.5617
Flickr8K,96,1024,jpeg50,robust,1.0,2.2934,2.2735,4.5669
Flickr8K,96,1024,resize0.5,robust,1.0,2.2934,2.2675,4.5609
Flickr8K,96,1024,resize0.75,robust,1.0,2.2934,2.2639,4.5573
Flickr8K,96,1024,resize1.25,robust,1.0,2.2934,2.264,4.5573
Flickr8K,96,1024,resize1.5,robust,1.0,2.2934,2.2636,4.557
Flickr8K,96,1024,gnoise01,robust,1.0,2.2934,2.2674,4.5607
Flickr8K,96,1024,gnoise05,robust,1.0,2.2934,2.2685,4.5618
Flickr8K,96,1024,gnoise10,robust,0.962891,2.2934,2.2643,4.5577
Flickr8K,96,1024,gblur3,robust,1.0,2.2934,2.2627,4.5561
Flickr8K,96,1024,gblur5,robust,0.985352,2.2934,2.2664,4.5598
Flickr8K,96,1024,gblur7,robust,0.931641,2.2934,2.2728,4.5662
Flickr8K,96,1024,mblur3,robust,1.0,2.2934,2.275,4.5684
Flickr8K,96,1024,mblur5,robust,1.0,2.2934,2.2751,4.5685
Flickr8K,96,1024,mblur7,robust,0.943359,2.2934,2.2765,4.5699
Flickr8K,97,1024,clean,robust,1.0,2.2902,2.2767,4.5669
Flickr8K,97,1024,png,robust,1.0,2.2902,2.2692,4.5594
Flickr8K,97,1024,jpeg90,robust,1.0,2.2902,2.2711,4.5613
Flickr8K,97,1024,jpeg70,robust,1.0,2.2902,2.2655,4.5557
Flickr8K,97,1024,jpeg50,robust,0.980469,2.2902,2.2643,4.5545
Flickr8K,97,1024,resize0.5,robust,1.0,2.2902,2.2645,4.5548
Flickr8K,97,1024,resize0.75,robust,1.0,2.2902,2.2636,4.5538
Flickr8K,97,1024,resize1.25,robust,1.0,2.2902,2.2687,4.5589
Flickr8K,97,1024,resize1.5,robust,1.0,2.2902,2.2668,4.557
Flickr8K,97,1024,gnoise01,robust,1.0,2.2902,2.2655,4.5557
Flickr8K,97,1024,gnoise05,robust,0.94043,2.2902,2.2656,4.5558
Flickr8K,97,1024,gnoise10,robust,0.880859,2.2902,2.2641,4.5543
Flickr8K,97,1024,gblur3,robust,1.0,2.2902,2.2684,4.5586
Flickr8K,97,1024,gblur5,robust,1.0,2.2902,2.2738,4.5641
Flickr8K,97,1024,gblur7,robust,0.927734,2.2902,2.2662,4.5564
Flickr8K,97,1024,mblur3,robust,1.0,2.2902,2.2648,4.555
Flickr8K,97,1024,mblur5,robust,1.0,2.2902,2.268,4.5583
Flickr8K,97,1024,mblur7,robust,0.970703,2.2902,2.2702,4.5604
Flickr8K,98,1024,clean,robust,1.0,2.2921,2.2695,4.5615
Flickr8K,98,1024,png,robust,1.0,2.2921,2.2657,4.5578
Flickr8K,98,1024,jpeg90,robust,0.96875,2.2921,2.2639,4.556
Flickr8K,98,1024,jpeg70,robust,0.879883,2.2921,2.2649,4.557
Flickr8K,98,1024,jpeg50,robust,0.84668,2.2921,2.265,4.5571
Flickr8K,98,1024,resize0.5,robust,1.0,2.2921,2.2717,4.5638
Flickr8K,98,1024,resize0.75,robust,1.0,2.2921,2.2768,4.5689
Flickr8K,98,1024,resize1.25,robust,1.0,2.2921,2.2644,4.5564
Flickr8K,98,1024,resize1.5,robust,1.0,2.2921,2.2644,4.5564
Flickr8K,98,1024,gnoise01,robust,0.944336,2.2921,2.2652,4.5573
Flickr8K,98,1024,gnoise05,robust,0.772461,2.2921,2.2682,4.5602
Flickr8K,98,1024,gnoise10,robust,0.674805,2.2921,2.2728,4.5649
Flickr8K,98,1024,gblur3,robust,1.0,2.2921,2.2668,4.5588
Flickr8K,98,1024,gblur5,robust,0.942383,2.2921,2.2645,4.5566
Flickr8K,98,1024,gblur7,robust,0.888672,2.2921,2.2646,4.5567
Flickr8K,98,1024,mblur3,robust,1.0,2.2921,2.2668,4.5589
Flickr8K,98,1024,mblur5,robust,0.963867,2.2921,2.2715,4.5636
Flickr8K,98,1024,mblur7,robust,0.911133,2.2921,2.2689,4.561
Flickr8K,99,1024,clean,robust,1.0,2.2982,2.2652,4.5634
Flickr8K,99,1024,png,robust,1.0,2.2982,2.2659,4.5641
Flickr8K,99,1024,jpeg90,robust,1.0,2.2982,2.2645,4.5627
Flickr8K,99,1024,jpeg70,robust,1.0,2.2982,2.2681,4.5663
Flickr8K,99,1024,jpeg50,robust,1.0,2.2982,2.2764,4.5746
Flickr8K,99,1024,resize0.5,robust,1.0,2.2982,2.2668,4.565
Flickr8K,99,1024,resize0.75,robust,1.0,2.2982,2.2671,4.5653
Flickr8K,99,1024,resize1.25,robust,1.0,2.2982,2.2645,4.5627
Flickr8K,99,1024,resize1.5,robust,1.0,2.2982,2.2638,4.562
Flickr8K,99,1024,gnoise01,robust,1.0,2.2982,2.2763,4.5745
Flickr8K,99,1024,gnoise05,robust,1.0,2.2982,2.2699,4.5682
Flickr8K,99,1024,gnoise10,robust,1.0,2.2982,2.2675,4.5657
